Nomor Perkara;Tanggal Register;Klasifikasi Perkara;Tahun;Sumber
31/Pdt.G/2021/MS.Lgs;13 Jan 2021;Cerai Talak;2021;ms-langsa
32/Pdt.G/2021/MS.Lgs;14 Jan 2021;Cerai Gugat;2021;ms-langsa
33/Pdt.G/2021/MS.Lgs;14 Jan 2021;Cerai Talak;2021;ms-langsa
35/Pdt.G/2021/MS.Lgs;18 Jan 2021;Cerai Gugat;2021;ms-langsa
34/Pdt.G/2021/MS.Lgs;18 Jan 2021;Penguasaan Anak;2021;ms-langsa
42/Pdt.G/2021/MS.Lgs;19 Jan 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
40/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Gugat;2021;ms-langsa
39/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Talak;2021;ms-langsa
38/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Gugat;2021;ms-langsa
37/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Gugat;2021;ms-langsa
36/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Talak;2021;ms-langsa
41/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Gugat;2021;ms-langsa
43/Pdt.G/2021/MS.Lgs;19 Jan 2021;Cerai Gugat;2021;ms-langsa
49/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Gugat;2021;ms-langsa
47/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Talak;2021;ms-langsa
46/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Gugat;2021;ms-langsa
45/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Gugat;2021;ms-langsa
44/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Gugat;2021;ms-langsa
48/Pdt.G/2021/MS.Lgs;21 Jan 2021;Cerai Gugat;2021;ms-langsa
50/Pdt.G/2021/MS.Lgs;21 Jan 2021;Penguasaan Anak;2021;ms-langsa
51/Pdt.G/2021/MS.Lgs;25 Jan 2021;Cerai Talak;2021;ms-langsa
54/Pdt.G/2021/MS.Lgs;26 Jan 2021;Cerai Talak;2021;ms-langsa
52/Pdt.G/2021/MS.Lgs;26 Jan 2021;Cerai Gugat;2021;ms-langsa
53/Pdt.G/2021/MS.Lgs;26 Jan 2021;Cerai Gugat;2021;ms-langsa
55/Pdt.G/2021/MS.Lgs;26 Jan 2021;Cerai Gugat;2021;ms-langsa
59/Pdt.G/2021/MS.Lgs;27 Jan 2021;Cerai Gugat;2021;ms-langsa
57/Pdt.G/2021/MS.Lgs;27 Jan 2021;Cerai Gugat;2021;ms-langsa
56/Pdt.G/2021/MS.Lgs;27 Jan 2021;Cerai Gugat;2021;ms-langsa
58/Pdt.G/2021/MS.Lgs;27 Jan 2021;Cerai Talak;2021;ms-langsa
6/Pdt.P/2021/MS.Lgs;27 Jan 2021;Dispensasi Kawin;2021;ms-langsa
61/Pdt.G/2021/MS.Lgs;01 Feb 2021;Cerai Gugat;2021;ms-langsa
60/Pdt.G/2021/MS.Lgs;01 Feb 2021;Cerai Gugat;2021;ms-langsa
62/Pdt.G/2021/MS.Lgs;01 Feb 2021;Cerai Gugat;2021;ms-langsa
65/Pdt.G/2021/MS.Lgs;02 Feb 2021;Cerai Gugat;2021;ms-langsa
7/Pdt.P/2021/MS.Lgs;02 Feb 2021;Dispensasi Kawin;2021;ms-langsa
63/Pdt.G/2021/MS.Lgs;02 Feb 2021;Cerai Gugat;2021;ms-langsa
64/Pdt.G/2021/MS.Lgs;02 Feb 2021;Cerai Gugat;2021;ms-langsa
66/Pdt.G/2021/MS.Lgs;02 Feb 2021;Penguasaan Anak;2021;ms-langsa
67/Pdt.G/2021/MS.Lgs;03 Feb 2021;Harta Bersama;2021;ms-langsa
68/Pdt.G/2021/MS.Lgs;04 Feb 2021;Harta Bersama;2021;ms-langsa
2/JN/2021/MS.Lgs;08 Feb 2021;Pemerkosaan;2021;ms-langsa
70/Pdt.G/2021/MS.Lgs;08 Feb 2021;Cerai Gugat;2021;ms-langsa
69/Pdt.G/2021/MS.Lgs;08 Feb 2021;Cerai Gugat;2021;ms-langsa
1/JN/2021/MS.Lgs;08 Feb 2021;Pemerkosaan;2021;ms-langsa
71/Pdt.G/2021/MS.Lgs;08 Feb 2021;Cerai Gugat;2021;ms-langsa
72/Pdt.G/2021/MS.Lgs;09 Feb 2021;Cerai Gugat;2021;ms-langsa
73/Pdt.G/2021/MS.Lgs;09 Feb 2021;Cerai Gugat;2021;ms-langsa
77/Pdt.G/2021/MS.Lgs;10 Feb 2021;Cerai Gugat;2021;ms-langsa
75/Pdt.G/2021/MS.Lgs;10 Feb 2021;Cerai Gugat;2021;ms-langsa
74/Pdt.G/2021/MS.Lgs;10 Feb 2021;Cerai Gugat;2021;ms-langsa
76/Pdt.G/2021/MS.Lgs;10 Feb 2021;Cerai Gugat;2021;ms-langsa
78/Pdt.G/2021/MS.Lgs;10 Feb 2021;Cerai Gugat;2021;ms-langsa
79/Pdt.G/2021/MS.Lgs;11 Feb 2021;Cerai Gugat;2021;ms-langsa
8/Pdt.P/2021/MS.Lgs;11 Feb 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
80/Pdt.G/2021/MS.Lgs;11 Feb 2021;Cerai Gugat;2021;ms-langsa
83/Pdt.G/2021/MS.Lgs;15 Feb 2021;Cerai Gugat;2021;ms-langsa
82/Pdt.G/2021/MS.Lgs;15 Feb 2021;Cerai Gugat;2021;ms-langsa
81/Pdt.G/2021/MS.Lgs;15 Feb 2021;Cerai Gugat;2021;ms-langsa
85/Pdt.G/2021/MS.Lgs;16 Feb 2021;Cerai Gugat;2021;ms-langsa
10/Pdt.P/2021/MS.Lgs;16 Feb 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
9/Pdt.P/2021/MS.Lgs;16 Feb 2021;Dispensasi Kawin;2021;ms-langsa
84/Pdt.G/2021/MS.Lgs;16 Feb 2021;Cerai Gugat;2021;ms-langsa
86/Pdt.G/2021/MS.Lgs;16 Feb 2021;Cerai Gugat;2021;ms-langsa
87/Pdt.G/2021/MS.Lgs;17 Feb 2021;Cerai Talak;2021;ms-langsa
88/Pdt.G/2021/MS.Lgs;17 Feb 2021;Cerai Gugat;2021;ms-langsa
89/Pdt.G/2021/MS.Lgs;18 Feb 2021;Cerai Talak;2021;ms-langsa
92/Pdt.G/2021/MS.Lgs;22 Feb 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
91/Pdt.G/2021/MS.Lgs;22 Feb 2021;Cerai Gugat;2021;ms-langsa
11/Pdt.P/2021/MS.Lgs;22 Feb 2021;Dispensasi Kawin;2021;ms-langsa
90/Pdt.G/2021/MS.Lgs;22 Feb 2021;Cerai Gugat;2021;ms-langsa
12/Pdt.P/2021/MS.Lgs;22 Feb 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
93/Pdt.G/2021/MS.Lgs;22 Feb 2021;Cerai Gugat;2021;ms-langsa
97/Pdt.G/2021/MS.Lgs;23 Feb 2021;Cerai Talak;2021;ms-langsa
13/Pdt.P/2021/MS.Lgs;23 Feb 2021;Perwalian;2021;ms-langsa
96/Pdt.G/2021/MS.Lgs;23 Feb 2021;Cerai Gugat;2021;ms-langsa
95/Pdt.G/2021/MS.Lgs;23 Feb 2021;Cerai Gugat;2021;ms-langsa
94/Pdt.G/2021/MS.Lgs;23 Feb 2021;Cerai Gugat;2021;ms-langsa
14/Pdt.P/2021/MS.Lgs;23 Feb 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
98/Pdt.G/2021/MS.Lgs;23 Feb 2021;Cerai Talak;2021;ms-langsa
99/Pdt.G/2021/MS.Lgs;24 Feb 2021;Cerai Gugat;2021;ms-langsa
100/Pdt.G/2021/MS.Lgs;24 Feb 2021;Cerai Talak;2021;ms-langsa
16/Pdt.P/2021/MS.Lgs;25 Feb 2021;Perwalian;2021;ms-langsa
15/Pdt.P/2021/MS.Lgs;25 Feb 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
101/Pdt.G/2021/MS.Lgs;25 Feb 2021;Cerai Gugat;2021;ms-langsa
17/Pdt.P/2021/MS.Lgs;01 Mar 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
102/Pdt.G/2021/MS.Lgs;02 Mar 2021;Cerai Gugat;2021;ms-langsa
104/Pdt.G/2021/MS.Lgs;03 Mar 2021;Cerai Gugat;2021;ms-langsa
103/Pdt.G/2021/MS.Lgs;03 Mar 2021;Cerai Gugat;2021;ms-langsa
18/Pdt.P/2021/MS.Lgs;03 Mar 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
105/Pdt.G/2021/MS.Lgs;03 Mar 2021;Cerai Gugat;2021;ms-langsa
110/Pdt.G/2021/MS.Lgs;04 Mar 2021;Cerai Gugat;2021;ms-langsa
108/Pdt.G/2021/MS.Lgs;04 Mar 2021;Cerai Gugat;2021;ms-langsa
107/Pdt.G/2021/MS.Lgs;04 Mar 2021;Cerai Talak;2021;ms-langsa
106/Pdt.G/2021/MS.Lgs;04 Mar 2021;Cerai Gugat;2021;ms-langsa
109/Pdt.G/2021/MS.Lgs;04 Mar 2021;Cerai Gugat;2021;ms-langsa
19/Pdt.P/2021/MS.Lgs;04 Mar 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
112/Pdt.G/2021/MS.Lgs;08 Mar 2021;Cerai Gugat;2021;ms-langsa
111/Pdt.G/2021/MS.Lgs;08 Mar 2021;Cerai Gugat;2021;ms-langsa
113/Pdt.G/2021/MS.Lgs;08 Mar 2021;Cerai Gugat;2021;ms-langsa
114/Pdt.G/2021/MS.Lgs;09 Mar 2021;Cerai Gugat;2021;ms-langsa
115/Pdt.G/2021/MS.Lgs;09 Mar 2021;Cerai Talak;2021;ms-langsa
116/Pdt.G/2021/MS.Lgs;10 Mar 2021;Cerai Gugat;2021;ms-langsa
117/Pdt.G/2021/MS.Lgs;10 Mar 2021;Cerai Gugat;2021;ms-langsa
118/Pdt.G/2021/MS.Lgs;15 Mar 2021;Cerai Gugat;2021;ms-langsa
119/Pdt.G/2021/MS.Lgs;16 Mar 2021;Cerai Gugat;2021;ms-langsa
122/Pdt.G/2021/MS.Lgs;17 Mar 2021;Cerai Gugat;2021;ms-langsa
120/Pdt.G/2021/MS.Lgs;17 Mar 2021;Cerai Gugat;2021;ms-langsa
121/Pdt.G/2021/MS.Lgs;17 Mar 2021;Harta Bersama;2021;ms-langsa
123/Pdt.G/2021/MS.Lgs;17 Mar 2021;Cerai Gugat;2021;ms-langsa
126/Pdt.G/2021/MS.Lgs;18 Mar 2021;Cerai Gugat;2021;ms-langsa
124/Pdt.G/2021/MS.Lgs;18 Mar 2021;Cerai Gugat;2021;ms-langsa
125/Pdt.G/2021/MS.Lgs;18 Mar 2021;Cerai Gugat;2021;ms-langsa
127/Pdt.G/2021/MS.Lgs;18 Mar 2021;Cerai Gugat;2021;ms-langsa
128/Pdt.G/2021/MS.Lgs;22 Mar 2021;Cerai Gugat;2021;ms-langsa
129/Pdt.G/2021/MS.Lgs;22 Mar 2021;Cerai Gugat;2021;ms-langsa
130/Pdt.G/2021/MS.Lgs;23 Mar 2021;Cerai Gugat;2021;ms-langsa
131/Pdt.G/2021/MS.Lgs;23 Mar 2021;Cerai Gugat;2021;ms-langsa
20/Pdt.P/2021/MS.Lgs;24 Mar 2021;Dispensasi Kawin;2021;ms-langsa
132/Pdt.G/2021/MS.Lgs;25 Mar 2021;Cerai Gugat;2021;ms-langsa
134/Pdt.G/2021/MS.Lgs;29 Mar 2021;Cerai Talak;2021;ms-langsa
133/Pdt.G/2021/MS.Lgs;29 Mar 2021;Cerai Gugat;2021;ms-langsa
135/Pdt.G/2021/MS.Lgs;29 Mar 2021;Cerai Gugat;2021;ms-langsa
136/Pdt.G/2021/MS.Lgs;30 Mar 2021;Cerai Talak;2021;ms-langsa
21/Pdt.P/2021/MS.Lgs;30 Mar 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
138/Pdt.G/2021/MS.Lgs;01 Apr 2021;Cerai Gugat;2021;ms-langsa
137/Pdt.G/2021/MS.Lgs;01 Apr 2021;Cerai Gugat;2021;ms-langsa
139/Pdt.G/2021/MS.Lgs;01 Apr 2021;Cerai Gugat;2021;ms-langsa
22/Pdt.P/2021/MS.Lgs;05 Apr 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
140/Pdt.G/2021/MS.Lgs;05 Apr 2021;Cerai Gugat;2021;ms-langsa
141/Pdt.G/2021/MS.Lgs;05 Apr 2021;Kewarisan;2021;ms-langsa
142/Pdt.G/2021/MS.Lgs;05 Apr 2021;Cerai Talak;2021;ms-langsa
143/Pdt.G/2021/MS.Lgs;06 Apr 2021;Cerai Gugat;2021;ms-langsa
23/Pdt.P/2021/MS.Lgs;06 Apr 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
146/Pdt.G/2021/MS.Lgs;07 Apr 2021;Cerai Gugat;2021;ms-langsa
144/Pdt.G/2021/MS.Lgs;07 Apr 2021;Cerai Talak;2021;ms-langsa
145/Pdt.G/2021/MS.Lgs;07 Apr 2021;Cerai Gugat;2021;ms-langsa
147/Pdt.G/2021/MS.Lgs;08 Apr 2021;Cerai Gugat;2021;ms-langsa
1/JN.ANAK/2021/MS.Lgs;12 Apr 2021;Pemerkosaan;2021;ms-langsa
2/JN.ANAK/2021/MS.Lgs;12 Apr 2021;Pemerkosaan;2021;ms-langsa
4/JN.ANAK/2021/MS.Lgs;12 Apr 2021;Pemerkosaan;2021;ms-langsa
3/JN.ANAK/2021/MS.Lgs;12 Apr 2021;Pemerkosaan;2021;ms-langsa
3/JN/2021/MS.Lgs;12 Apr 2021;Maisir;2021;ms-langsa
24/Pdt.P/2021/MS.Lgs;13 Apr 2021;Perwalian;2021;ms-langsa
148/Pdt.G/2021/MS.Lgs;13 Apr 2021;Cerai Gugat;2021;ms-langsa
149/Pdt.G/2021/MS.Lgs;14 Apr 2021;Cerai Gugat;2021;ms-langsa
150/Pdt.G/2021/MS.Lgs;14 Apr 2021;Cerai Gugat;2021;ms-langsa
151/Pdt.G/2021/MS.Lgs;15 Apr 2021;Cerai Gugat;2021;ms-langsa
152/Pdt.G/2021/MS.Lgs;20 Apr 2021;Cerai Gugat;2021;ms-langsa
153/Pdt.G/2021/MS.Lgs;20 Apr 2021;Cerai Gugat;2021;ms-langsa
25/Pdt.P/2021/MS.Lgs;21 Apr 2021;Perwalian;2021;ms-langsa
26/Pdt.P/2021/MS.Lgs;21 Apr 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
154/Pdt.G/2021/MS.Lgs;22 Apr 2021;Cerai Talak;2021;ms-langsa
27/Pdt.P/2021/MS.Lgs;26 Apr 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
156/Pdt.G/2021/MS.Lgs;03 May 2021;Cerai Talak;2021;ms-langsa
155/Pdt.G/2021/MS.Lgs;03 May 2021;Cerai Gugat;2021;ms-langsa
4/JN/2021/MS.Lgs;05 May 2021;Pemerkosaan;2021;ms-langsa
157/Pdt.G/2021/MS.Lgs;05 May 2021;Cerai Talak;2021;ms-langsa
5/JN/2021/MS.Lgs;05 May 2021;Pemerkosaan;2021;ms-langsa
28/Pdt.P/2021/MS.Lgs;06 May 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
158/Pdt.G/2021/MS.Lgs;06 May 2021;Cerai Talak;2021;ms-langsa
29/Pdt.P/2021/MS.Lgs;17 May 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
160/Pdt.G/2021/MS.Lgs;18 May 2021;Cerai Gugat;2021;ms-langsa
159/Pdt.G/2021/MS.Lgs;18 May 2021;Cerai Gugat;2021;ms-langsa
161/Pdt.G/2021/MS.Lgs;18 May 2021;Cerai Talak;2021;ms-langsa
164/Pdt.G/2021/MS.Lgs;19 May 2021;Cerai Gugat;2021;ms-langsa
162/Pdt.G/2021/MS.Lgs;19 May 2021;Cerai Gugat;2021;ms-langsa
163/Pdt.G/2021/MS.Lgs;19 May 2021;Cerai Gugat;2021;ms-langsa
165/Pdt.G/2021/MS.Lgs;19 May 2021;Cerai Gugat;2021;ms-langsa
166/Pdt.G/2021/MS.Lgs;20 May 2021;Cerai Talak;2021;ms-langsa
167/Pdt.G/2021/MS.Lgs;21 May 2021;Cerai Gugat;2021;ms-langsa
168/Pdt.G/2021/MS.Lgs;24 May 2021;Cerai Gugat;2021;ms-langsa
169/Pdt.G/2021/MS.Lgs;24 May 2021;Cerai Gugat;2021;ms-langsa
173/Pdt.G/2021/MS.Lgs;25 May 2021;Cerai Gugat;2021;ms-langsa
171/Pdt.G/2021/MS.Lgs;25 May 2021;Cerai Gugat;2021;ms-langsa
30/Pdt.P/2021/MS.Lgs;25 May 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
170/Pdt.G/2021/MS.Lgs;25 May 2021;Cerai Gugat;2021;ms-langsa
172/Pdt.G/2021/MS.Lgs;25 May 2021;Cerai Talak;2021;ms-langsa
174/Pdt.G/2021/MS.Lgs;25 May 2021;Cerai Gugat;2021;ms-langsa
176/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Talak;2021;ms-langsa
175/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Gugat;2021;ms-langsa
177/Pdt.G/2021/MS.Lgs;27 May 2021;Kewarisan;2021;ms-langsa
180/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Gugat;2021;ms-langsa
178/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Gugat;2021;ms-langsa
179/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Gugat;2021;ms-langsa
181/Pdt.G/2021/MS.Lgs;27 May 2021;Cerai Gugat;2021;ms-langsa
185/Pdt.G/2021/MS.Lgs;28 May 2021;Cerai Talak;2021;ms-langsa
183/Pdt.G/2021/MS.Lgs;28 May 2021;Cerai Gugat;2021;ms-langsa
182/Pdt.G/2021/MS.Lgs;28 May 2021;Cerai Gugat;2021;ms-langsa
184/Pdt.G/2021/MS.Lgs;28 May 2021;Cerai Gugat;2021;ms-langsa
186/Pdt.G/2021/MS.Lgs;28 May 2021;Cerai Gugat;2021;ms-langsa
6/JN/2021/MS.Lgs;31 May 2021;Pemerkosaan;2021;ms-langsa
190/Pdt.G/2021/MS.Lgs;03 Jun 2021;Cerai Gugat;2021;ms-langsa
32/Pdt.P/2021/MS.Lgs;03 Jun 2021;Lain-Lain;2021;ms-langsa
31/Pdt.P/2021/MS.Lgs;03 Jun 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
188/Pdt.G/2021/MS.Lgs;03 Jun 2021;Kewarisan;2021;ms-langsa
187/Pdt.G/2021/MS.Lgs;03 Jun 2021;Cerai Gugat;2021;ms-langsa
189/Pdt.G/2021/MS.Lgs;03 Jun 2021;Cerai Gugat;2021;ms-langsa
191/Pdt.G/2021/MS.Lgs;03 Jun 2021;Cerai Gugat;2021;ms-langsa
196/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
194/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
193/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
192/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
195/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
197/Pdt.G/2021/MS.Lgs;07 Jun 2021;Cerai Gugat;2021;ms-langsa
201/Pdt.G/2021/MS.Lgs;08 Jun 2021;Cerai Gugat;2021;ms-langsa
200/Pdt.G/2021/MS.Lgs;08 Jun 2021;Cerai Gugat;2021;ms-langsa
33/Pdt.P/2021/MS.Lgs;08 Jun 2021;Dispensasi Kawin;2021;ms-langsa
199/Pdt.G/2021/MS.Lgs;08 Jun 2021;Cerai Gugat;2021;ms-langsa
198/Pdt.G/2021/MS.Lgs;08 Jun 2021;Cerai Gugat;2021;ms-langsa
10/JN/2021/MS.Lgs;09 Jun 2021;Pemerkosaan;2021;ms-langsa
8/JN/2021/MS.Lgs;09 Jun 2021;Pemerkosaan;2021;ms-langsa
7/JN/2021/MS.Lgs;09 Jun 2021;Pemerkosaan;2021;ms-langsa
202/Pdt.G/2021/MS.Lgs;09 Jun 2021;Cerai Talak;2021;ms-langsa
34/Pdt.P/2021/MS.Lgs;09 Jun 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
9/JN/2021/MS.Lgs;09 Jun 2021;Pemerkosaan;2021;ms-langsa
11/JN/2021/MS.Lgs;09 Jun 2021;Pemerkosaan;2021;ms-langsa
206/Pdt.G/2021/MS.Lgs;10 Jun 2021;Cerai Gugat;2021;ms-langsa
204/Pdt.G/2021/MS.Lgs;10 Jun 2021;Cerai Gugat;2021;ms-langsa
35/Pdt.P/2021/MS.Lgs;10 Jun 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
203/Pdt.G/2021/MS.Lgs;10 Jun 2021;Cerai Talak;2021;ms-langsa
205/Pdt.G/2021/MS.Lgs;10 Jun 2021;Cerai Gugat;2021;ms-langsa
207/Pdt.G/2021/MS.Lgs;10 Jun 2021;Cerai Gugat;2021;ms-langsa
211/Pdt.G/2021/MS.Lgs;14 Jun 2021;Cerai Gugat;2021;ms-langsa
209/Pdt.G/2021/MS.Lgs;14 Jun 2021;Cerai Gugat;2021;ms-langsa
208/Pdt.G/2021/MS.Lgs;14 Jun 2021;Kewarisan;2021;ms-langsa
210/Pdt.G/2021/MS.Lgs;14 Jun 2021;Cerai Gugat;2021;ms-langsa
212/Pdt.G/2021/MS.Lgs;14 Jun 2021;Cerai Gugat;2021;ms-langsa
213/Pdt.G/2021/MS.Lgs;15 Jun 2021;Cerai Gugat;2021;ms-langsa
214/Pdt.G/2021/MS.Lgs;16 Jun 2021;Cerai Gugat;2021;ms-langsa
216/Pdt.G/2021/MS.Lgs;17 Jun 2021;Cerai Gugat;2021;ms-langsa
215/Pdt.G/2021/MS.Lgs;17 Jun 2021;Cerai Gugat;2021;ms-langsa
219/Pdt.G/2021/MS.Lgs;21 Jun 2021;Cerai Gugat;2021;ms-langsa
218/Pdt.G/2021/MS.Lgs;21 Jun 2021;Cerai Gugat;2021;ms-langsa
217/Pdt.G/2021/MS.Lgs;21 Jun 2021;Cerai Gugat;2021;ms-langsa
36/Pdt.P/2021/MS.Lgs;21 Jun 2021;Dispensasi Kawin;2021;ms-langsa
221/Pdt.G/2021/MS.Lgs;22 Jun 2021;Cerai Gugat;2021;ms-langsa
39/Pdt.P/2021/MS.Lgs;22 Jun 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
38/Pdt.P/2021/MS.Lgs;22 Jun 2021;Dispensasi Kawin;2021;ms-langsa
37/Pdt.P/2021/MS.Lgs;22 Jun 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
220/Pdt.G/2021/MS.Lgs;22 Jun 2021;Cerai Gugat;2021;ms-langsa
222/Pdt.G/2021/MS.Lgs;23 Jun 2021;Cerai Talak;2021;ms-langsa
224/Pdt.G/2021/MS.Lgs;24 Jun 2021;Cerai Gugat;2021;ms-langsa
223/Pdt.G/2021/MS.Lgs;24 Jun 2021;Cerai Gugat;2021;ms-langsa
225/Pdt.G/2021/MS.Lgs;24 Jun 2021;Cerai Gugat;2021;ms-langsa
12/JN/2021/MS.Lgs;28 Jun 2021;Maisir;2021;ms-langsa
226/Pdt.G/2021/MS.Lgs;28 Jun 2021;Cerai Talak;2021;ms-langsa
227/Pdt.G/2021/MS.Lgs;28 Jun 2021;Cerai Gugat;2021;ms-langsa
13/JN/2021/MS.Lgs;28 Jun 2021;Maisir;2021;ms-langsa
228/Pdt.G/2021/MS.Lgs;29 Jun 2021;Cerai Gugat;2021;ms-langsa
229/Pdt.G/2021/MS.Lgs;29 Jun 2021;Cerai Gugat;2021;ms-langsa
230/Pdt.G/2021/MS.Lgs;30 Jun 2021;Cerai Gugat;2021;ms-langsa
231/Pdt.G/2021/MS.Lgs;01 Jul 2021;Cerai Gugat;2021;ms-langsa
40/Pdt.P/2021/MS.Lgs;01 Jul 2021;Dispensasi Kawin;2021;ms-langsa
232/Pdt.G/2021/MS.Lgs;01 Jul 2021;Cerai Gugat;2021;ms-langsa
236/Pdt.G/2021/MS.Lgs;05 Jul 2021;Cerai Gugat;2021;ms-langsa
234/Pdt.G/2021/MS.Lgs;05 Jul 2021;Cerai Gugat;2021;ms-langsa
233/Pdt.G/2021/MS.Lgs;05 Jul 2021;Cerai Gugat;2021;ms-langsa
235/Pdt.G/2021/MS.Lgs;05 Jul 2021;Cerai Gugat;2021;ms-langsa
237/Pdt.G/2021/MS.Lgs;05 Jul 2021;Cerai Gugat;2021;ms-langsa
41/Pdt.P/2021/MS.Lgs;12 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
42/Pdt.P/2021/MS.Lgs;12 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
238/Pdt.G/2021/MS.Lgs;13 Jul 2021;Kewarisan;2021;ms-langsa
239/Pdt.G/2021/MS.Lgs;13 Jul 2021;Cerai Talak;2021;ms-langsa
241/Pdt.G/2021/MS.Lgs;14 Jul 2021;Cerai Gugat;2021;ms-langsa
240/Pdt.G/2021/MS.Lgs;14 Jul 2021;Cerai Gugat;2021;ms-langsa
43/Pdt.P/2021/MS.Lgs;14 Jul 2021;Dispensasi Kawin;2021;ms-langsa
243/Pdt.G/2021/MS.Lgs;15 Jul 2021;Cerai Gugat;2021;ms-langsa
242/Pdt.G/2021/MS.Lgs;15 Jul 2021;Cerai Gugat;2021;ms-langsa
44/Pdt.P/2021/MS.Lgs;19 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
244/Pdt.G/2021/MS.Lgs;19 Jul 2021;Hibah;2021;ms-langsa
45/Pdt.P/2021/MS.Lgs;19 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
245/Pdt.G/2021/MS.Lgs;22 Jul 2021;Cerai Talak;2021;ms-langsa
14/JN/2021/MS.Lgs;23 Jul 2021;Pemerkosaan;2021;ms-langsa
46/Pdt.P/2021/MS.Lgs;26 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
246/Pdt.G/2021/MS.Lgs;26 Jul 2021;Pengesahan Perkawinan/Istbat Nikah;2021;ms-langsa
47/Pdt.P/2021/MS.Lgs;27 Jul 2021;P3HP/Penetapan Ahli Waris;2021;ms-langsa
48/Pdt.P/2021/MS.Lgs;02 Aug 2021;Perwalian;2021;ms-langsa
248/Pdt.G/2021/MS.Lgs;03 Aug 2021;Cerai Gugat;2021;ms-langsa
247/Pdt.G/2021/MS.Lgs;03 Aug 2021;Cerai Gugat;2021;ms-langsa
49/Pdt.P/2021/MS.Lgs;03 Aug 2021;Dispensasi Kawin;2021;ms-langsa
249/Pdt.G/2021/MS.Lgs;03 Aug 2021;Cerai Gugat;2021;ms-langsa
253/Pdt.G/2021/MS.Lgs;04 Aug 2021;Cerai Gugat;2021;ms-langsa
251/Pdt.G/2021/MS.Lgs;04 Aug 2021;Cerai Talak;2021;ms-langsa
250/Pdt.G/2021/MS.Lgs;04 Aug 2021;Cerai Gugat;2021;ms-langsa
252/Pdt.G/2021/MS.Lgs;04 Aug 2021;Cerai Gugat;2021;ms-langsa
254/Pdt.G/2021/MS.Lgs;04 Aug 2021;Kewarisan;2021;ms-langsa
50/Pdt.P/2021/MS.Lgs;05 Aug 2021;Lain-Lain;2021;ms-langsa
255/Pdt.G/2021/MS.Lgs;05 Aug 2021;Cerai Talak;2021;ms-langsa
