;Nomor Perkara;Klasifikasi Perkara;Tahun;Sumber
355;1804/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
356;1784/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
357;188/Pid.Sus/2020/PN Ksp;Narkotika;2020;pn-kualasimpang
358;1753/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
359;1733/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
360;1713/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
361;34/Pdt.P/2020/PN Ksp;Permohonan Ganti Nama;2020;pn-kualasimpang
362;1615/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
363;1635/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
364;1655/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
365;1675/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
366;1695/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
367;1583/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
368;1563/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
369;1543/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
370;1523/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
371;1503/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
372;1483/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
373;1465/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
374;1445/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
375;1425/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
376;1405/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
377;1385/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
378;1365/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
379;1345/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
380;1325/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
381;1305/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
382;1477/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
383;1269/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
384;1249/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
385;1229/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
386;1216/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
387;1207/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
388;1198/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
389;25/Pdt.P/2020/PN Ksp;Permohonan Ganti Nama;2020;pn-kualasimpang
390;8/Pid.C/2020/PN Ksp;Pencurian;2020;pn-kualasimpang
391;109/Pid.Sus/2020/PN Ksp;Narkotika;2020;pn-kualasimpang
392;93/Pid.B/2020/PN Ksp;Penggelapan ;2020;pn-kualasimpang
393;1186/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
394;82/Pid.B/2020/PN Ksp;Pencurian;2020;pn-kualasimpang
395;1156/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
396;1142/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
397;1121/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
398;1101/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
399;1081/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
400;1064/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
401;1044/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
402;1024/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
403;1004/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
404;984/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
405;1080/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
406;950/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
407;930/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
408;813/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
409;833/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
410;853/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
411;873/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
412;893/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
413;18/Pdt.P/2020/PN Ksp;Perbaikan Kesalahan Dalam Akta Kelahiran;2020;pn-kualasimpang
414;752/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
415;732/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
416;712/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
417;692/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
418;672/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
419;790/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
420;810/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
421;668/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
422;648/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
423;628/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
424;608/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
425;588/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
426;568/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
427;548/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
428;528/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
429;508/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
430;488/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
431;468/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
432;448/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
433;428/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
434;11/Pdt.P/2020/PN Ksp;Permohonan Ganti Nama;2020;pn-kualasimpang
435;410/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
436;390/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
437;370/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
438;350/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
439;330/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
440;310/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
441;301/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
442;281/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
443;8/Pdt.P/2020/PN Ksp;Perbaikan Kesalahan Dalam Akta Kelahiran;2020;pn-kualasimpang
444;255/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
445;235/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
446;215/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
447;195/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
448;175/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
449;155/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
450;135/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
451;115/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
452;26/Pid.Sus/2020/PN Ksp;Narkotika;2020;pn-kualasimpang
453;76/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
454;56/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
455;50/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
456;30/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
457;10/Pid.LL/2020/PN Ksp;Perkara Lalu-Lintas;2020;pn-kualasimpang
458;8/Pid.B/2020/PN Ksp;Penadahan, Penerbitan, dan Pencetakan;2020;pn-kualasimpang
459;2568/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
460;2548/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
461;2485/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
462;2505/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
463;2525/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
464;2471/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
465;2461/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
466;2442/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
467;340/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
468;341/Pid.B/2019/PN Ksp;Pencurian;2019;pn-kualasimpang
469;70/Pdt.P/2019/PN Ksp;Permohonan Ganti Nama;2019;pn-kualasimpang
470;2399/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
471;2383/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
472;2363/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
473;2343/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
474;2323/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
475;2306/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
476;2286/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
477;2266/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
478;2246/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
479;2226/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
480;2206/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
481;2186/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
482;2166/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
483;2146/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
484;2126/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
485;2114/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
486;2094/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
487;2074/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
488;2066/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
489;2046/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
490;2026/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
491;297/Pid.B/2019/PN Ksp;Pencurian;2019;pn-kualasimpang
492;1997/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
493;1977/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
494;1968/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
495;1948/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
496;1934/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
497;1914/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
498;12/Pdt.G.S/2019/PN Ksp;Wanprestasi;2019;pn-kualasimpang
499;1890/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
500;1870/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
501;55/Pdt.P/2019/PN Ksp;Perbaikan Kesalahan Dalam Akta Kelahiran;2019;pn-kualasimpang
502;1547/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
503;1573/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
504;1593/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
505;1613/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
506;1633/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
507;1653/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
508;1673/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
509;1693/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
510;1713/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
511;1733/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
512;1753/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
513;1773/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
514;1793/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
515;1813/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
516;1833/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
517;1853/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
518;1528/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
519;1508/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
520;1488/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
521;1468/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
522;1448/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
523;1428/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
524;1408/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
525;1388/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
526;1368/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
527;1348/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
528;1328/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
529;1308/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
530;1288/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
531;1268/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
532;1248/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
533;1228/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
534;1208/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
535;1188/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
536;1168/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
537;1148/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
538;1136/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
539;1116/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
540;1096/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
541;1076/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
542;1056/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
543;50/Pdt.P/2019/PN Ksp;Perbaikan Kesalahan Dalam Akta Kelahiran;2019;pn-kualasimpang
544;1021/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
545;1004/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
546;984/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
547;246/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
548;970/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
549;950/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
550;930/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
551;913/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
552;892/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
553;872/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
554;852/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
555;835/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
556;815/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
557;225/Pid.Sus/2019/PN Ksp;Perlindungan Anak;2019;pn-kualasimpang
558;791/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
559;771/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
560;751/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
561;731/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
562;644/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
563;654/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
564;674/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
565;694/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
566;714/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
567;204/Pid.B/2019/PN Ksp;Pencurian;2019;pn-kualasimpang
568;612/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
569;592/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
570;572/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
571;552/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
572;40/Pdt.P/2019/PN Ksp;Permohonan Ganti Nama;2019;pn-kualasimpang
573;535/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
574;503/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
575;489/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
576;469/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
577;449/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
578;429/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
579;179/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
580;417/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
581;32/Pdt.P/2019/PN Ksp;Permohonan Ganti Nama;2019;pn-kualasimpang
582;384/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
583;156/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
584;376/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
585;364/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
586;117/Pid.B/2019/PN Ksp;Pencurian;2019;pn-kualasimpang
587;112/Pid.B/2019/PN Ksp;Perubahan Atas Undang-Undang Nomor 10 Tahun 1995 Tentang Kepabeanan;2019;pn-kualasimpang
588;336/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
589;327/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
590;22/Pdt.P/2019/PN Ksp;Permohonan Ganti Nama;2019;pn-kualasimpang
591;298/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
592;278/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
593;77/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
594;72/Pid.Sus/2019/PN Ksp;Narkotika;2019;pn-kualasimpang
595;67/Pid.B/2019/PN Ksp;Perubahan Atas Undang-Undang Nomor 10 Tahun 1995 Tentang Kepabeanan;2019;pn-kualasimpang
596;229/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
597;209/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
598;15/Pdt.P/2019/PN Ksp;Perbaikan Kesalahan Dalam Akta Kelahiran;2019;pn-kualasimpang
599;182/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
600;166/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
601;164/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
602;145/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
603;125/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
604;105/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
605;6/Pdt.P/2019/PN Ksp;Pengangkatan Wali Bagi Anak;2019;pn-kualasimpang
606;81/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
607;61/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
608;53/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
609;3/Pdt.P/2019/PN Ksp;Wali Dan Ijin  Jual;2019;pn-kualasimpang
610;33/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
611;4/Pid.LL/2019/PN Ksp;Perkara Lalu-Lintas;2019;pn-kualasimpang
612;4446/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
613;4466/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
614;4486/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
615;403/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
616;4440/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
617;4420/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
618;4400/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
619;4380/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
620;4359/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
621;4339/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
622;399/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
623;4103/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
624;4162/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
625;4142/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
626;4122/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
627;4320/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
628;4300/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
629;4280/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
630;4260/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
631;4240/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
632;4220/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
633;4200/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
634;4180/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
635;4084/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
636;4064/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
637;4044/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
638;372/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
639;3922/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
640;3942/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
641;3962/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
642;3982/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
